A4,A5
4,Learn and takeaway important lessons that could aid me in my next phase of life.
4,
5,I wish to learn even more
4,"Get a stable job, get valuable experience, educational and career-wise"
5,nil
2,"Train myself to be a better critical thinker and learner. However, all I have learnt in NTU so far is how to play the game and beat the bell curve."
4,
4,Have a fulfilling and enriching learning experience and fun times with peers.
4,develop a strong network that enables me to grow and develop as a person even after graduating
4,"Graduate with a degree, network with people and make good friends"
5,get a good degree and study hard
4,
5,To have a fun university life.
4,Gather the necessary knowledge and foundation skills to manage my businesses.
4,I would want a holistic education where the focus is not only on academics
4,
3,Acquiring the skills required to be an accountant/auditor and widen my social network
5,To experience a holistic development and be a leader
5,To grow as an individual and to get first class
4,Certificate
5,- Have a fulfilling education experience   - Make long lasting friendships   - Obtain a set of skills useful for the workforce
4,Get a degree which is recognized enough to get me a job  To acquire some knowledge about how the corporate world works
1,
4,
4,"Good internship opportunities, quality of teaching professors"
4,
2,learn as much as possible
4,
4,Have a fulfilling learning journey and make lifelong friendships.
4,Acquiring new knowledge  Make new friends  Have a fun campus life
4,Get a first class honours
3,
5,Getting good grades and have an unforgettable university experience.
5,To receive a holistic experience
2,"Make new friends, join cca and do well in studies"
4,
5,Graduate
5,Experience and learn life lessons.
4,Having a fulfilling education
4,Graduate with a degree in my course
4,Understand more about the industry
3,Exciting uni experience  Academics
4,Study and have fun
4,To gain knowledge that are relevant to how industry works.
4,
4,"To gain knowledge, experiences and establish networks which can be beneficial to me in the present and the future."
4,- Rich student life  - Academic rigour
4,To get at least a second upper honours
4,To have a fun school life and to get to know more people as well as to expose myself to different things.
4,Do well in my course and go for exchange during my years here
4,Get a degree
4,make more close friends
5,"Experience a wholesome campus lifestyle, learn as much as possible from the modules. Maintain my GPA"
4,First class
4,Do well in my studies and make many friends
4,Experience Hall stay and make new friends
5,Academics and Exposure
4,I wish to develop the skills I would require in my future career and enjoy myself for the last few years as a student.
4,network and learn new stuff from many disciplines.
4,To widen my network and learn new knowledge.
3,passing all my modules
4,academic and sporting excellence
4,"Education, learning. Leadership skills"
4,learn to be independent and also learn skills required in the workplace.
4,To get an enriching learning and studying experience in NTU
4,- to complete my degree and achieve a cGPA of at least 4.0.
4,Be competent in the degree I am currently pursuing.    Acquire relevant skills for workforce.    Hone certain important soft skills
4,Achieve a degree with honours.  Secure a job before graduation.
4,To learn skills which are useful when i go out to work.
4,Learning about vital hard and soft skills that are crucial in the increasingly competitive workplace.
4,Gain more knowledge and expertise to prepare myself for the working life.
4,1) Enrich myself with the knowledge I will get from the modules of my degree through interaction with passionate and experienced professors.    2) Broaden my perspectives through learning in a multi-cultural environment.    3) Learn to work better in teams.
4,"To enhance my knowledge in business admin, make as much friends as possible and eventually graduate with good results"
4,To learn skills so that I can apply it on my work in the future
4,Excel in my course of study and broaden my connections
4,Graduate with a degree
4,Have a good learning environment and achieve great results for my degree.
4,
4,"Lifelong Friendship  Getting a good career  Ethical, Moral  Good reasoning, analyzing and interpersonal skills"
4,
4,Learn and get a degree
4,
5,leadership
4,
4,"To learn in an engaging environment, make friends, experience hall life"
4,"Learn as much as I can, make connections"
4,To participate in learning and graduate with outstanding grades
4,"to learn skills that would enable me to perform more effectively in the future, and to improve myself in all aspects."
4,
4,
4,"Secure academic qualifications    Meet like-minded people, form connections.    Learn to be an adult."
4,To prepare myself for my future career.
3,"To learn or improve on my knowledge on different subjects, especially the ones I have passion for."
5,Get first class honours
4,
3,"To further my studies, improve my character, gain some friendships and knowledge, to build and be ready for my future job"
4,To lead a fulfilling and balanced life
4,
4,Take charge of my life
3,"To acquire the necessary soft skills such as public speaking, IT skills etc, as well as hard skills required in the business world"
4,"Finished my tertiary education, enjoy school life and make new friends"
5,
3,to get a specialisation that I want.
4,Get a degree  Learn about the accounting environment
4,Do get at least second upper class honours for my degree and to secure an internship with a top company which can teach me skills useful for my work in the future.
4,Learning about both hard and soft skills that are required for the workforce
4,learn and have fun
4,"I wish to fulfil a holistic learning experience and opportunity at NTU. On top of pursuing my degree, I hope to be able to step out of my comfort zone and take on new projects to value-add to my University education."
4,to prepare myself well for working life
3,"1) Acquiring knowledge, which I'm likely to achieve after my 3-year programme.  2)  Acquiring soft skills. I'm glad to see modules like communication fundamentals and career foundation. However, after attending communication fundamentals, I find that the programme is still too academically driven. Throughout the 13 weeks, all we have in mind is to learn the theories and prepare for the examination. In my opinion, this entirely defeat the purpose of such modules. Ideally, modules like this should focus on weekly development; students should not be allocated a grade in the spirit of learning."
4,Get a degree because every employer out there wants one now.   Gain practical skills for future career.  Network.
4,To get a good education while having fun.
3,Graduate with 1st class honour.
4,Make many friends  Get a degree  Learn new things
4,
4,First class  Exposure to different industries  Knowledge
4,"Make friends, learn life skills applicable in the working world in future"
4,achieve good grades and have fun
4,To learn skills that are applicable for my future career
4,to make more friends and gain experiences in leading
3,Receive and acquire knowledge and skills beyond the primitive way of learning. More work ready and prepared to meet the real world upon graduation.
4,get further education in a specific field and have a colourful campus life
4,Have a fun and interesting university experience  Good results
4,Getting a honours degree.
4,Is to gain as much knowledge and exposure in my course of 3 years. As well as enjoying myself and make more new friends.
4,
4,"obtain a degree, make more friends"
4,To make meaningful connections with both professors as well as peers while at the same time being able to get a thorough understanding of academics
4,Gain knowledge from the courses that I have enrolled.
5,to meet more people and have a fruitful journey in NTU
4,Obtain desirable grades
4,
4,To attain the necessary knowledge for my future career
4,To get as many opportunities as possible to improve my leadership skills and also many other skills
4,"Find my direction in my life and career, and develop strong friendships"
4,"While having a unique university experience, I hope to also graduate with honours"
4,Improve my skills relating to my course and be more outspoken
4,
4,To expose myself with the opportunities made available within NTU.  To obtain a good education within NTU that would further develop me and enable me for the workforce.
4,prepare myself for the world out there
4,get good results and get recognised
2,"Happiness, meaningful study"
4,A memorable education experience
3,graduate with at least second upper
4,"get a good grade, spread the culture of ntu to my juniors and eventually establish a good career for my future"
4,Make more friends   Learn to present myself and be trained in presentations   Learn to speak up in class
4,
4,"To broaden my perspective on both social and work life. I hope to be able to acquire skills that are necessary in the work society, at the same time, expand my knowledge of different culture"
4,to equip myself with the necessary skills needed at the workplace in the future  meet new friends  broaden my perspectives
5,"To have a fulfilling student life (hall and extra-curricular)  To do decently well in my studies (second upper or worst case, second lower)"
4,Graduate with honours.
4,
4,
4,- Learn as much as possible  - Aid in my future
5,Have an overall enriching student experience here in NTU
3,
4,Get a degree and learn things that are relevant and useful.
4,Get a degree
4,
3,"Learn about my target course, enjoy my education"
3,"Score good results, learn modules that I'm interested in, make lasting friendships, enjoy my cca and school life."
5,To learn and have a fruitful campus life experience outside of academics.
4,
3,-get a good GPA
4,Learn and network
4,Graduate and have opportunities for a career in the future
3,1. Able to apply what I studied to working life  2. Ability to gain insight and experience to working life before I graduate  3. School-Life balance
3,Get a degree quickly  Be able to learn practical skills
4,to graduate with 2nd class honour   to spend my 3 years in NTU meaningfully and grab all the opportunities that come along the ways throughout my school journey
4,- Get a degree  - Be equipped with relevant skills and knowledge to get a job
4,
4,"get my degree. enjoy the time here, filled with outside class activities."
4,1. Get a good GPA  2. Make many new friends  3. Create new experiences
4,To become a better learner and strive to do well in my future career.
4,
2,1. Form lasting and non-judgmental friendships that go beyond university life  2. Have a holistic education  3. To be equipped and prepared for today's workforce
5,"Get a degree from a renowned school, enjoy campus life and its various activities"
2,Able to learn the soft and technical skills needed in the workplace.
4,To enjoy campus life while studying
4,To get a degree
4,Get a holistic education with a good college and hall experience
5,First class honours  Develop as a person
3,"Grow in technical skills, soft skills"
5,Gain knowledge in industry i want to work at
4,Good grades  Good friends  Life experience   Cultural exchange
4,Foster valuable friendship.  Exploring different areas to realize different part of myself.  Making sure that I'm fully aware of what I want to be/do in the future.
3,
4,nil
3,
4,Be more driven
4,Gain fruitful experiences that will put me in a good stead in the future.
5,Able to learn in a conducive environment.  Able to have world class professors to teach me.
4,to create greater networks
3,Graduating with a degree that allows me to take up a job of my interest.
4,To be ready for my career path
4,nil
4,Na
4,To be able to learn as much as possible within my major and if possible outside of it.
4,"To learn, not just in terms of scholarly studies, but also about life in general, in principles, and also the outside world. To gain experiences, and to further instill and shape my personal perceptions and values."
3,excellent academic results and a platform to start off for my future career
5,"Graduate, make friends, expand connections, learn life skills, cope with stress"
4,To make new friends and discover what i am going to specialize for my degree.
4,"Making new friends, getting good results, exchange opportunities, joining a good CCA"
4,Enrich myself and learn new things
2,"Study with freedom, an enriching experience"
5,Obtain my degree and build my network for my future career. I also want a fulfilling school life as it is my last lap in the education phase.
4,Holistic education
4,
4,
4,Learn knowledge that would be applicable in my work life.  Socialise and keep contact for the future.
5,Develop myself. Discover my passion.
3,graduate with both degrees with at least 2nd upper class Honours.  make a few friends that will last a lifetime  establish connections that will help when we work
4,"-FCH in both degrees, stellar resume, many prestigious internships  -Become fluent in Accounting literacy and have a solid grasp of financial knowledge  -Make lifelong friends and memories  -Experience diverse cultures and opinions  -Fun!"
2,
5,to achieve knowledge in my field of study and to make valuable friends and aquaintances.
4,"get more exposure, gain more knowledge, meet more people"
4,graduate with at least 2nd upper
4,"To grow as an individual, to be much more resilient in the face of adversities."
5,To be an innovative thinker and know many more professionals in my field of expertise.
4,Be more prepared for working as a professional
3,
5,"network, learning, degree"
5,Gaining practical skills and exposure
4,
5,To learn as much knowledge as I can and be able to apply it when I come out to work
3,Learning beyond the classroom  Enhance creativity skills
4,
4,To get a degree.
4,Create better thinking processes and understand Business in general
4,Attaining my degree and building my social network .
5,Make good friends in school that would last a lifetime. Receive a holistic education that gives me an advantage over my peers from the other schools.
4,Graduate with good grades from a good university.  Gain knowledge and insights into the working world.  Build connections.
3,Excel in academic matters and obtain a degree. Make new friends and learn about new cultures and vice versa.
4,receive a fulfilling education that broadens my views and perspectives on current affairs and businesses.
3,to meet more people  to join more activities
3,"Social networking, skills and attitude development"
4,Finish my degree programme and to know more people
5,"Get expose to different kinds of sources, culture & learning opportunities"
5,Obtain outstanding results
4,
4,
4,Making more friends
4,Learning useful knowledge.
4,Learn knowledge about my field  Gain valuable experiences  Team up with different kinds of people
3,Grow
4,Finish my degree
4,get 4.5 or above cgpa
4,Improve my skills
5,Learning new soft and hard skills and earn a degree
5,Get a goodjob
3,Be a real leader and engineer
4,"I wish to learn more difference experience through many parts area such as working, internships, activities, camp with different people or go for exchange or intern in other countries. Some places in school may give students freedom how to design it and use."
5,"To learn the skills of communicating with the others, to gain experience and knowledge in holding events and activities and complete my degree."
4,To get to know new friends and build a bright future for myself
4,
4,
4,- Excel academically  - Joining at least a research project  - Winning competitions  - Sharpen my leadership skills  - Involved in at least a professional internship
3,I wish to gain a well rounded education as well as develop my soft skills.
4,"To gain so many friends from various schools. To gain experience in every field by attending a serious of talks, events and so on. Participating in most leading projects of NTU in order to enlarge my CV paper. And finally graduating with sufficiently high GPA score."
4,Live a univeristy life filled with various activities
4,"Improve communication skills, obtain valuable work experience via internships/part time jobs etc"
5,Graduate with second upper honours and learn inportant skillsets that will be benefitual to my future career
5,"To work and challenge myself academically, physically and intellectually"
4,Get a degree.
5,Pursue my passion
4,Gain knowledge in AI field.
5,to get a quality education
4,Being an independent and insightful person
4,Get degree get job
4,learn relevant skills to be applied when I step out into the work force   enrich myself with knowledge and life skills
4,Graduate
4,to obtain a second lower degree
4,"learn things which are relevant, interesting and applicable"
3,
4,"Graduate with at least a 2nd class honors  Expand my friends network  Learn new, interesting and important life skills"
4,
3,get my degree and an immersive exp
4,
4,Get a degree
5,To learn from the best lecturers and to make international friends.
4,"gained network, organization experience, get a high score"
4,To get a degree and a good job. Then it can be a stepping stone for my further study
4,Be a capable programmer
5,First Class CGPA  Networking Skills
5,know all engineering courses
4,Obtain high quality education and experience of studying abroad in diverse community.
5,"leadership development opportunities, get to know people with different culture background and how to adapt with them, sufficient facilities"
4,Get knowledge and experience
3,
4,Be involved in CCA/organizations and hold a leadership position
4,I wish NTU will have more facility to develop myself in softskills
5,
4,To obtain experience in interpersonal skill at international community and relevant skills for my degree
5,To experience learning in world class university.
4,
5,"have a good internship program, and get a good job and position in a prestige company."
3,To gather skill on doing project while recived a degree n Electrical Engineering.
5,
3,"Learning new things and preparing myself for the work condition, actively participate in events, make connections"
3,i want to be smart and learn a lot of new things in computer science
3,Enjoying campus life while getting the most out of my degree
4,Graduate
3,To get the best education that i could
4,to get a nice degree
5,I want to get as many resources that is provided here to develop myself to be ready for my future career
4,"Learn practical aspect of my programme and do networking with people expert in several backgrounds (engineering, banking, enterpreneurship, etc)"
4,To build my leadership skill
4,
4,"Learning more, something that different from my major"
4,Develop my soft skills and be prepared for job
4,To develop my abilities and interest along with the opportunity of global exposure in order to reach new heights and quality
5,To be able to achieve my goal
5,Learn to be professional  Has a meaningful uni-life  Discover and explore what i love to do
4,be a good leader
4,
4,"Get a degree, learn what I am passionate about"
2,To prepare myself to adult world.
4,I wish to gain more knowledge and experiences so I can apply what I learnt into the real world.
4,Learn and gain experience
3,
4,To go on exchange and graduating with many job prospects
5,Learning the appropriate skill for my job
4,Learn and explore more in the major I take
5,I wish to graduate with an Honor in Bachelor of Engineering and Minor in Computing as well as keep improving my self.
3,
3,Get good gpa  Great soft skill etc
5,
4,"Get good GPA, get into URECA, become useful for NTU"
4,Get a degree
4,get a cert
3,graduate happily with a degree at NTU
4,Get a degree
5,Learn more about engineering and how to apply them into real life problem
3,NIL
4,Graduate with a Degree
5,To enhance and further my knowledge in the area of expertise in my work place. To obtain a world class degree.
5,"As a part time student, I wish more online lectures are conducted and more communication with tutors via internet. By doing so, we can not only save transport time, but also make our campus less crowded.  Moreover, I hope to get a good result for my degree."
4,
5,"Complete my degree, and hopefully with it recognition, it is able to develop me further in my careers in the real world."
4,Nil
5,Pursuing holistic education which enables me to apply knowledge and critical thinking to the workplace
4,get degree~
4,To gain more overasll knowledge for tackling any type of real problems from my working environment (ps: i am a part-timer taker)
5,
5,Graduate with first class honor
5,
4,To get my degree.
4,Art
3,
4,
4,Achievements of my career enhancement .
4,Learn and grow
4,Getting a degree from a world-class recognized university in Singapore
3,
4,to exposure myself to more different kind of activities and improve my communication skill
3,"Earn part time EEE degree. Dislike NTU culture & students who are majority PRC & laugh at slower students. Like little China very unpleasant environment. NTU is too far west, tiring & Long journey is taxing, transport inconvenient with no MRT or frequent breakdown & congestion. Shuttle bus is crazy crowded & unpleasant. Course is very hard & some PRC tutors cannot communicate well in English."
4,
4,
5,
5,To learn useful knowledge and skillset for my career.
3,To be an outstanding person by mastering every course that I've taken as well as expanding my circle of friends
3,Need more details in Lecture Note
4,Gain knowledge and technique that are related to my major;  And acquire more than that.
4,"I hope to get good academic results, and I hope to my uni life colorful and wonderful."
4,
3,get a degree
5,Get my degrer
5,To learn more and learn systematically .
4,
4,
5,Graduate at NTU with first class honour
5,Achieve good academic results
4,Expand the gym
5,Gain knowledges and apply the skill I've gained to my work
4,To learn and mount into a better self
4,"I want to get good academic result. I would like to also learn more social experience from NTU activities. Besides, I would like to know more friends in order to expand my social network."
4,To achieve a degree with good scores
4,get a certificate.
3,First class honours and friendships to keep
4,
3,To gain more confidence
4,
4,
5,Learning something new
5,Gain more knowledge
4,use the knowledge from ntu in my life and work
4,- to achieve better understanding in Electrical engineering
5,NTU is great.
4,Learning more
4,To learn to communicate effectively and learn new skills essential for my future career.
4,"I wish to experience things that cannot be experience in other places. I hope NTU organise TED Talk and let NTU students to take part in the planning and execution process, it would be a great experience."
4,
4,Live my university life to the fullest with great friends and exciting events
5,To do well in my studies and make new friends
5,
5,"Pick up skills of various skills such as coding, MATLAB, communication and soft skills.  Join various overseas community volunteering program."
5,
3,to get to know more friends and get more prepared to face the future work environment
5,Try different things in any aspects. Get to know with the people from all over the world.
4,Self-improvement  To reach out to people from around the world
4,to learn new skills which help/ease my works and personal aspect.
5,"Education, Social circle, Leadership skill"
4,Study and gain knowledge of related profession  Gain soft skills
3,"I wish to obtain second major in Biological Sciences. However, it is not offered to Chemical Engineering student. I am disappointed as I think that students should not be limited in choosing second major."
4,The beautiful campus and wonderful campus life.
4,Get more opportunity to know people from all over the world and the opportunity to learn foreign language
5,
3,nil
4,
5,
2,Advancing in my career
2,
4,
4,
4,Learn to become a good engineer.   Get my degree within four years.  Get acceptable grades to continue my further studies.  To help improve my career.
5,
5,
4,Get a Degree
5,I want to graduate faster and save money.
4,Gain both theoretical study and practical hands on skills
5,Enhance my personal skills in technical site. Create my own career in IT site.
4,Complete the course within 4 years
4,Make more friends / learn new things / enjoying fully of student life
4,
4,get a lot of knowledge and information to have a successful job in the future
4,"Get 5.0, communication skill"
4,To complete the degree course without failing any module
4,
3,"Study, explore and start a dream career"
5,Get good GPA
4,Getting trained to be a more knowledgeable engineer
5,
4,"experience more, learn more, be happy"
5,Learn more knowledge from professors and tutors. Fullfill my experiences.
5,
4,gain knowledge of mse?  research experience?  oversea experience  meet more friends  join various activities
5,Gain knowledge and develop soft-skills
5,Learn technical and practical skills.
5,"Leadership, social networking ability, culture exchange, knowledge and learning method."
5,Good academic experience and good CCA experience.
4,
5,
4,To learn more and improve my skills.
5,N.A
4,
4,"If we can get the formal correct answers of all the tutorial questions, it will be really helpful for us.  Hoping the experiment duration can be longer."
4,
3,Haven't decide yet
5,Improve myself.
5,
5,first honor degree
4,1. Learn one more kind of language  2. Have a good academic performance
5,academic achievements and co-curriculum achievwments
5,"academic excellence, build up interpersonal relation, acquire basic skills and be ready for future challenges."
4,graduate with a 4.9 GPA with a minor in physics  get an offer of phD in EE or MS or physics  get pleasure in learning interesting knowledge as well as improve my understanding of natural science or even the whole world  participate in undergraduate research  making friends with students who have similar pursuit   join a CCA where I can use my skill in drawing and painting or help to organize activities that I believe is meaningful
5,
5,Academic performance and personal skills
5,
5,first class
4,
4,Learn knowledge and be a qualified engineer.
4,"broaden my horizon, develop myself, discover interests"
5,Knowledge
4,"If it is easier to apply for a hall residence, it would be better. Now the points are too high to reach."
4,"Colorful life, good relationships with people around and good prospect."
4,"Learn professional knowledge, know myself better, develop useful skills."
5,
3,require skills
4,Learn many unacademic skills   Develop my hobbies and participate in a competition  Improve communication skills+ make friends  Learn to be a good engineer
4,Acedamic issuses.
4,Get enough knowledge and skills for my furture life.
5,To be a professional engineer.
5,Gain a variety of new experience and knowledge.    Be well prepared for the future.    Be more determined of my goals.
5,More online courses
3,
5,Getting good GPA and living a comfortable and meaningful life.
5,Graduate and obtain my degree.   Experience overseas exchange program and community involvement program  Make more friends and enjoy my last lap of education.
4,To be able to graduate successfully and excel in studies and to develop social network and to be able to find job upon graduation
4,
4,
4,Experience what it's like to live overseas(GEM-Explorer). To make long lasting friends and to graduate with first class honors.
3,To equip myself with experience and knowledge that I can use in the future.
3,Obtain a degree. Widen my connections. Making new friends.
4,
3,Pushing myself to take up opportunities   Learning more on the language of business  Familiarize myself with knowledge relevant to the Maritime Industry  Complete my degree and able to find a job after graduation
3,
3,"experience academia, hang out with smart people, have intellectual conversations, gain knowledge"
4,
4,Make a good impact on my life and have 1st class honour
4,"Be a self directed learner, leader and maximize opportunities given to me."
5,Get my degree
3,get a degree
4,Getting a good and well rounded education
4,
4,
4,"Study what i am interested in, participate in meaningful activities"
4,freedom to pursue the things I like
5,Find purpose in life
4,Networking. Being in an environment such as that in Cnyang and create my own gadget
3,Graduate with at least second upper and find a stable job.
5,- Discover my area of interest within Computer Engineering.  - Make contacts with peers and professors within the field.  - Learn skills required to present myself in a professional setting.
5,Getting a degree. Expend social circle/ network.
5,"To experience a world class university, to complete my degree"
5,To get a better job and future career.
4,Learn and get to know more people who I will potentially work with in the future.
5,
5,
4,Gain more exposures in study area as well as to the world.
5,To obtain the required technical knowledge to perform the task in a structural design role.
4,"make friends, widen my horizon, learn something that I have interest in"
4,Be able to learn and apply the knowledge of my major  Gain experience in various academic and social aspects
3,Able to proceed on each semester without failing any modules
4,
5,"Obtain a good GPA, make valuable connections, obtain a holistic education and have unforgettable memories to take away."
4,"Fully learn all that was taught by the modules, have a hall stay for all 4 years as I stay in Tampines and make new and longlasting friends."
4,Gaining knowledge and experience
3,
4,
3,To get a degree and expand my social networking
4,academics skills
3,Get a cert
5,To be a thinking and forward looking graduate upon receiving my degree.
5,Being to be able to live the hall life and participate in leadership role in a student club. Also to pursue my degree
5,Make a difference during internship or start a IT startup
4,"Obtaining skills required for my future job, making friends and connections"
3,
4,Internship opportunities and recognised degree.
4,Fun study life
4,Further my education and widen my social circle
4,"To be knowledgeable enough in the area of study I am in, to also have the chance to explore other interests, be it recreational or study-based"
4,get a degree in 3 yrs
4,
4,Get a degree and have a fulfilling experience both in terms of academic and non academic
5,"CGPA, Job, my partner, networkings"
4,Get a good GPA.  Have a study-life balance.  Pick up soft skills.
5,To be able to graduate and attain Korean language as a third language
3,Get degree
4,
5,Get a degree
4,Get honor degree.
4,
3,To learn new knowledge and meet people and friends that can work together to build a career or business together.
4,
3,
4,To be better and understand more about my engineering field
3,
4,Achieve my degree and hope to learn some  Soft skills in the process
4,To graduate with a degree for further career advancement.
4,To be able to learn and apply what i have learnt outside in the working world or in my life to enrich the lives of others
4,Get a degree and find a good job
4,obtain my degree in chemical and biomolecular engineering  Have a holistic experience in terms of CCAs  Improve on communication skills
4,To obtain a degree while pursuing interests I could not have pursued before.
4,study
4,More social circles.
5,The main objective in NTU is of course to get a degree and the hands-on experience that is useful in the near future once I graduate. I also wish to tap onto more services that NTU provide including tapping on resources for starting up etc.
4,Learn important skills for my future.   Prepare myself for employment.   Develop myself
5,
5,- Have more connections   - Graduate with a decent result
4,"Firstly, to challenge myself intellectually and academically. Secondly, I wish to take up a new sport and hopefully represent NTU. Thirdly, I wanted to make connections as well as make friends. Lastly, I want my university life to be as vibrant as it can be"
5,Prepare myself for working industry
4,
5,Obtain a degree and secure a career before graduation
4,get a degree and get to know more people
5,Get a degree with first class honours. Meet new people and make friends.
4,nil
5,"Gaining experiences, improving my soft skills and gaining knowledge."
4,Complete my degree in mechanical engineering and attain other skills like programming before I embark on work life
5,Further my knowledge in the field of engineering and acquire a degree in engineering field.
2,Found a job before i graduate  Graduating with a 2nd class upper honors  make new friends and expand my network
4,Be happy  Get good results  Make friends  Experience university life
4,Make new experiences such as staying in hall and trying out new things and meeting a variety of people.
2,"To become smarter, know more friends , balance my work and life"
5,
4,meet more ppl
4,Getting a degree.
4,
5,
5,I wish to acquire knowledge to be profession in my field of interest for my future career. Meet new friends and create jobs opportunities.
4,
5,Learn and experience life
5,Get a degree
3,Having a fulfilling learning experience
4,"get a degree, make more friends"
5,
4,"Learn more about the local aerospace market, as well as gain theoretical knowledge and technical skills required for the industry."
4,To have an enjoyable learning experience
4,get to know more ppl
4,"gain more knowledge in my course, get good grades, and gain practical skills that can be used in the work force, such as social skills and other soft skills."
4,Being to able achieve more accomplishments
3,Get my Degree and leave....
4,Nil
4,Learning skills that I could not learn after graduation.
2,nil
5,Get a degree and make more friends.
4,"Acquiring professional knowledge, socializing and making new friends."
4,gain global exposure and deepen understanding of working world
1,Get a degree
5,Getting a degree in Electrical and electronic engineering
4,To learn more knowledge on my scope of studies
4,"To go for exchange programme, Overseas Community Involvement Programme, meet and make new friends and of course attain a degree certificate."
4,"Make new friends, secure my future, be a better person."
3,More hands on experience to enhance the journey of learning.
4,Learn
4,Grow and mature as an adult being able to fulfill and achieve my goals in the future
5,Getting a good degree and forge many new friendships for life.
5,
4,
4,improve my skills
2,Fun and fufilling experience.  More chances to attend activities to better bond with coursemates/schoolmates.
3,
5,Make new friends and broaden my network
4,Participate in student activities and expose and acquire as much knowledge as I can during this period of undergraduate studies.
4,"Get a fulfilling university experience, before heading into the society."
5,Learn and experience as many things as I can
5,"graduate with memorable experience and the road of achieving a degree. also, make more friends from all aspect of life"
4,Learn as many things
3,Graduate with a good GPA and get to widen my social circle.
4,"Having fun and making lots of friends in school. However, it is not really possible for engineering students to balance both studies and social life."
4,Graduate with honors and have an fulfilling school life
4,Have a fun and fufilling colledge life
3,Degree and knowledge that helps in the workforce
4,Learn stuff  Have fun
4,
4,Get good grades and honor degree as well as good internship experience for my near working future.
5,"getting a degree, successfully go on exchange"
4,Make new friends  Be proficient with my work  Find a life partner  Gain exposure to leadership roles  Learning things out of the textbook
4,Find out what my true passion is in life.
3,Get my degree
4,
5,Graduate with first class honours
5,Able to use my knowledge that NTU thought me and apply it to build a better tomorrow for the world.
5,Learn more about what I want in life
4,To be able to make friends and complete my degree.
5,Gather more engineering knowledge as well as expanding my social circle while improving my personal skills
4,Get a degree and learn new thing
4,Fulfil 3 years of meaningful study. Know more into what I am learning.
4,To get a degree that can equip me with skills to find a job.
3,Achieve 2nd upper and above
4,Get my degree
4,"Be more knowledgeable, forge friendship, try out on new things, and put a great end to most probably the last lap of education,"
3,
4,meet new friends
4,Enriching experiences
4,
5,do good
4,Get a degree
4,get a job
4,"Get good friends, study hard and do my best"
4,study and learn
4,Graduate with a Second-Upper or above degree as well as getting jobs before graduation.
4,-get a degree  -enjoy the experience  -learn something interesting
3,nil
4,-to obtain a degree and found a good job outside
4,To get an degree
4,Do well academically and have a more balanced school life by taking part in ccas
4,Obtain at least second lower degree to graduate
4,Get a degree
1,To get a good certificate as well as to get more free time to persue my dreams
4,Get a good degree.
3,"To discover my leadership potential and be more actively involved in non-academic matters, not just academic.  To do something for society"
4,Learn more than i ever had
4,Get a degree
4,being able to study the course of my choice
5,Exchange  Internship  Gain soft skills
4,Learning at a conducive environment.
3,Learning
5,Fulfil my passion of being an engineer
4,All rounded experiences
5,Finish my Higher Education to get Qualifications
3,"An enhancing learning experience, connecting with people and enjoying college life"
5,to graduate with good grades and to make a a lot of awesome friends.
4,Good qualifications  Global exposure  Interships channel
2,overall academic satisfaction  vibrant campus life
4,
3,
4,Understand what is being taught and what is relevant to the current industry
3,"Get good grades, attend some engineering workshops, find internships, experience hall life"
4,Get good experience and improve myself more
4,"work hard and play hard, gain as much experience as possible"
5,
3,"A holistic education where I am able to be given opportunities to venture into my areas of interest, as well as to participate actively in Hall activities and grow to become a better individual."
4,Graduate with honours
4,apply knowledge learnt to the industy
4,Network with current and future industry leaders   Obtain the necessary skill set and knowledge to start up a company   Pick up soft skills such as means of communication
4,To get a degree. To build strong bonds with friends.
4,I wish to graduate with good results
4,
5,Learn as much as I can be it in academic or as a person.
5,Get a holistic education
4,To gain the knowledge that I required for my future career.
4,To graduate with at least a Second Upper Bachelors and be self-sufficient with the degree that i will be holding.
5,Knowing more people
2,Explore and learn more about myself   Try out new things  Enjoy studying
3,Obtain a degree   Experience university lifestyle   Explore further in engineering line  Make more friends  Exposure
2,Juggling my academic and cocurricular activities.
2,
4,To get a degree and a decent job after graduation
2,-have overseas exposure from exchanges  -have a better idea of what prospective jobs would suit my skills and passions.
5,"Make life long friends, have more connections and get a degree"
3,"To have hands-on experience, and have fun in learning about the things I am interested in."
2,Good results
4,Getting my degree and get to know lifelong friends
4,Getting much more than just a degree.
4,Get good grades  Know more people
4,I wish get a degree and a head-start to a successful career. Other objectives are to experience a balanced work-study life and also to widen my social network.
4,"LEARN  OPPORTUNITIES  NETWORK  PIQUE INTEREST  COMMUNITY  FUN (LACKING DUE TO RECENT CAMP RESTRICTIONS, STUDENT UNION'S LACK OF AUTONOMY)"
4,"Venture out of my comfort zone and take part in activities that I have always wanted to do but did not have the chance to do it.  My course exposes myself to both the technical and human parts of the built environment, which I am greatly interested in."
5,Increase my social asset and learning
4,"Network, gain new experiences"
3,
4,Leadership Experiences
5,I wish to be involve in a CCA and to take out roles which I haven never try before.  I wish to be able to explore into engineering field which I am interested in so that I am more prepared for my career in engineering.
4,Learn what i am suppose to.and graduate with a degree.
5,Gain insightful experience in NTU  Gain skills that will be useful in life  Make good connections with my peers
5,enjoy the university experience
5,"To graduate with a degree, expand my circle of friends."
4,Gaining more experiences
5,Acquire skills
5,
4,"Good grade, great friends, good and related information for the future."
4,
4,Graduate
